Collected At,Store Name,Address,Store Phone,Owner Phone,Delivery Type,Volume (L),Price per Liter (KRW),Total Price (KRW),Collected By
2024-05-12,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,18.6,1600,29760,Kim Jung Je
2024-05-30,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.5,1500,35250,Kim Jung Je
2024-06-01,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.3,1600,16480,Park Ji Hye
2024-06-03,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.3,1600,37280,Choi Cheong So
2024-07-02,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.5,1300,13650,Choi Cheong So
2024-07-07,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,13.9,1600,22240,Lee Jeong Hwa
2024-07-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,19.5,1300,25350,Park Ji Hye
2024-07-29,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.7,1300,13909,Choi Cheong So
2024-08-07,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,21.5,1600,34400,Hong Soo Geo
2024-08-27,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,21.4,1300,27819,Park Ji Hye
2024-09-04,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,24.8,1500,37200,Kim Jung Je
2024-09-15,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,17.4,1300,22619,Hong Soo Geo
2024-09-17,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,20.1,1500,30150,Hong Soo Geo
2024-10-06,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.4,1600,37440,Kim Jung Je
2024-10-19,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,24.3,1600,38880,Kim Jung Je
2024-10-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.0,1600,22400,Choi Cheong So
2024-11-09,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,15.1,1500,22650,Choi Cheong So
2024-11-09,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.3,1500,15450,Lee Jeong Hwa
2024-11-16,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,22.8,1300,29640,Kim Jung Je
2024-11-21,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,13.4,1300,17420,Kim Jung Je
2024-12-23,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.8,1500,22200,Kim Jung Je
2025-01-09,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,23.9,1500,35850,Hong Soo Geo
2025-01-14,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,14.1,1500,21150,Lee Jeong Hwa
2025-01-15,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,11.0,1300,14300,Kim Jung Je
2025-01-16,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.9,1600,17440,Hong Soo Geo
2025-01-28,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,13.0,1600,20800,Park Ji Hye
2025-02-22,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,11.4,1600,18240,Park Ji Hye
2025-02-25,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,17.8,1600,28480,Hong Soo Geo
2025-03-06,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,12.2,1500,18300,Park Ji Hye
2025-03-17,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,10.3,1600,16480,Lee Jeong Hwa
2025-03-22,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,18.4,1300,23919,Lee Jeong Hwa
2025-04-21,Kimchi Kingdom,"Gangnam-gu, Seoul, South Korea, Store Road 59",02-7441-9339,010-8727-4921,MEDIUM,17.1,1300,22230,Park Ji Hye
2023-06-04,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.4,1600,34240,Lee Jeong Hwa
2023-06-07,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,24.2,1600,38720,Hong Soo Geo
2023-06-16,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.8,1300,28340,Choi Cheong So
2023-06-27,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.6,1600,28160,Kim Jung Je
2023-06-30,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.7,1300,23010,Lee Jeong Hwa
2023-08-14,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,20.1,1600,32160,Hong Soo Geo
2023-08-15,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,20.5,1600,32800,Choi Cheong So
2023-09-02,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.0,1500,25500,Lee Jeong Hwa
2023-09-28,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,19.2,1500,28800,Park Ji Hye
2023-09-29,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,22.2,1300,28860,Hong Soo Geo
2023-10-17,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.8,1600,34880,Choi Cheong So
2023-12-06,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,18.3,1600,29280,Hong Soo Geo
2023-12-14,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,19.5,1300,25350,Choi Cheong So
2024-03-04,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.0,1300,22100,Lee Jeong Hwa
2024-03-11,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.5,1500,32250,Park Ji Hye
2024-03-31,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.9,1600,28639,Hong Soo Geo
2024-04-16,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,16.2,1600,25920,Lee Jeong Hwa
2024-04-17,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,22.6,1300,29380,Kim Jung Je
2024-04-25,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,18.0,1300,23400,Lee Jeong Hwa
2024-05-10,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,20.7,1300,26910,Park Ji Hye
2024-06-02,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,10.8,1300,14040,Park Ji Hye
2024-07-14,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,16.3,1300,21190,Kim Jung Je
2024-07-31,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,11.6,1500,17400,Lee Jeong Hwa
2024-08-03,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,11.9,1500,17850,Park Ji Hye
2024-08-03,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,11.4,1500,17100,Lee Jeong Hwa
2024-08-11,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,12.9,1300,16770,Choi Cheong So
2024-08-22,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,11.1,1300,14430,Choi Cheong So
2024-08-22,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,13.4,1600,21440,Hong Soo Geo
2024-08-25,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.8,1300,23140,Kim Jung Je
2024-08-27,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,10.6,1300,13780,Choi Cheong So
2024-09-12,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,23.1,1600,36960,Kim Jung Je
2024-09-21,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.2,1300,27560,Park Ji Hye
2024-10-01,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,12.8,1300,16640,Kim Jung Je
2024-10-06,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,24.1,1600,38560,Hong Soo Geo
2024-10-17,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,17.4,1500,26099,Lee Jeong Hwa
2024-11-09,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,18.3,1600,29280,Choi Cheong So
2024-11-21,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,22.0,1500,33000,Hong Soo Geo
2024-12-04,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,19.7,1600,31520,Lee Jeong Hwa
2024-12-15,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,12.0,1500,18000,Park Ji Hye
2024-12-17,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,16.5,1600,26400,Park Ji Hye
2025-01-26,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,10.8,1600,17280,Lee Jeong Hwa
2025-01-29,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,13.3,1300,17290,Hong Soo Geo
2025-02-10,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,22.4,1600,35840,Kim Jung Je
2025-03-20,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,15.8,1500,23700,Lee Jeong Hwa
2025-04-01,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,24.3,1600,38880,Lee Jeong Hwa
2025-04-05,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,23.1,1300,30030,Choi Cheong So
2025-04-07,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,21.0,1300,27300,Kim Jung Je
2025-04-17,Mama's Kimbap,"Seongbuk-gu, Seoul, South Korea, Store Road 25",02-3076-4242,010-6878-2486,MEDIUM,12.1,1500,18150,Choi Cheong So
2023-05-16,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,19.1,1300,24830,Lee Jeong Hwa
2023-05-29,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,23.9,1300,31069,Park Ji Hye
2023-06-02,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,13.9,1600,22240,Park Ji Hye
2023-06-04,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,17.4,1600,27839,Lee Jeong Hwa
2023-06-06,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,16.4,1600,26239,Park Ji Hye
2023-06-25,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.0,1500,15000,Choi Cheong So
2023-07-01,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,13.1,1600,20960,Hong Soo Geo
2023-07-09,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.1,1300,19630,Kim Jung Je
2023-08-02,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.5,1300,20150,Kim Jung Je
2023-08-03,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,20.4,1600,32639,Hong Soo Geo
2023-08-12,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,18.9,1600,30239,Park Ji Hye
2023-08-29,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,14.5,1600,23200,Hong Soo Geo
2023-09-10,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,11.4,1500,17100,Lee Jeong Hwa
2023-10-11,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.3,1600,16480,Park Ji Hye
2023-10-28,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,23.0,1500,34500,Lee Jeong Hwa
2023-11-08,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,13.2,1300,17160,Hong Soo Geo
2023-12-02,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,24.7,1600,39520,Park Ji Hye
2023-12-15,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,18.2,1600,29120,Lee Jeong Hwa
2023-12-21,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.4,1600,35840,Park Ji Hye
2024-02-09,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,23.4,1300,30419,Park Ji Hye
2024-02-12,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,19.3,1500,28950,Park Ji Hye
2024-02-17,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.2,1500,22800,Choi Cheong So
2024-02-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,17.1,1500,25650,Park Ji Hye
2024-02-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.4,1300,13520,Choi Cheong So
2024-03-15,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,23.4,1600,37440,Choi Cheong So
2024-03-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,24.3,1600,38880,Hong Soo Geo
2024-04-03,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.5,1600,24800,Kim Jung Je
2024-05-22,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,13.5,1300,17550,Park Ji Hye
2024-05-29,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.1,1500,33150,Choi Cheong So
2024-05-30,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,13.4,1300,17420,Kim Jung Je
2024-06-03,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,16.8,1500,25200,Hong Soo Geo
2024-06-07,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,14.4,1600,23040,Hong Soo Geo
2024-06-10,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.2,1500,15299,Lee Jeong Hwa
2024-06-23,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,17.5,1500,26250,Choi Cheong So
2024-06-29,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,18.5,1500,27750,Park Ji Hye
2024-07-02,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.4,1600,24640,Park Ji Hye
2024-07-03,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,20.0,1300,26000,Hong Soo Geo
2024-07-20,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,20.4,1300,26519,Choi Cheong So
2024-08-11,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.3,1500,33450,Park Ji Hye
2024-08-30,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.6,1600,36160,Hong Soo Geo
2024-09-08,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.9,1500,16350,Choi Cheong So
2024-11-05,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,11.7,1600,18720,Lee Jeong Hwa
2024-12-10,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.1,1300,28730,Park Ji Hye
2024-12-24,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,10.6,1500,15900,Hong Soo Geo
2025-01-05,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,24.4,1500,36600,Park Ji Hye
2025-01-16,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.9,1500,23850,Park Ji Hye
2025-01-21,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,14.5,1500,21750,Park Ji Hye
2025-01-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.1,1300,28730,Kim Jung Je
2025-01-29,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,19.0,1300,24700,Choi Cheong So
2025-02-01,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,20.4,1500,30599,Lee Jeong Hwa
2025-02-05,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,19.3,1300,25090,Hong Soo Geo
2025-02-17,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.6,1500,33900,Park Ji Hye
2025-02-18,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.6,1600,36160,Choi Cheong So
2025-03-13,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,21.9,1500,32850,Hong Soo Geo
2025-03-15,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,15.1,1300,19630,Choi Cheong So
2025-03-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.4,1600,35840,Lee Jeong Hwa
2025-04-11,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,24.4,1500,36600,Park Ji Hye
2025-04-27,Manduguk Mart,"Gangnam-gu, Seoul, South Korea, Store Road 11",02-1919-9387,010-6509-3978,MEDIUM,22.2,1600,35520,Hong Soo Geo
2023-05-13,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,4.6,1300,5979,Choi Cheong So
2023-05-21,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.7,1300,12609,Park Ji Hye
2023-05-24,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,8.8,1600,14080,Park Ji Hye
2023-06-17,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,6.8,1500,10200,Park Ji Hye
2023-07-15,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,8.6,1300,11180,Hong Soo Geo
2023-08-02,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.9,1500,14850,Kim Jung Je
2023-09-03,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,4.9,1600,7840,Choi Cheong So
2023-09-19,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,5.5,1500,8250,Choi Cheong So
2023-12-04,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.4,1300,12220,Lee Jeong Hwa
2024-02-17,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.3,1600,14880,Lee Jeong Hwa
2024-03-23,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.3,1500,13950,Park Ji Hye
2024-04-27,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,6.0,1600,9600,Hong Soo Geo
2024-05-19,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.7,1600,15519,Lee Jeong Hwa
2024-06-08,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.0,1500,13500,Hong Soo Geo
2024-06-14,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,8.5,1600,13600,Kim Jung Je
2024-09-02,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,7.9,1300,10270,Hong Soo Geo
2024-10-04,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,5.8,1300,7540,Park Ji Hye
2024-10-19,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,6.3,1300,8190,Hong Soo Geo
2024-10-23,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,5.1,1300,6629,Choi Cheong So
2024-11-01,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,8.7,1600,13919,Kim Jung Je
2024-11-22,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,6.7,1600,10720,Choi Cheong So
2025-01-03,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,5.5,1300,7150,Park Ji Hye
2025-01-18,Noodle Lab,"Seongbuk-gu, Seoul, South Korea, Store Road 38",02-5112-2991,010-5027-1242,SMALL,9.2,1300,11959,Hong Soo Geo
